bgg_id,image
17456,https://cf.geekdo-images.com/MdYDuhQLkRq_RgJ3t0cLOA__original/img/twmt6N7uH6HKPJe-7qP1XHCz_X0=/0x0/filters:format(jpeg)/pic75728.jpg
17457,
17459,https://cf.geekdo-images.com/2n0ZOUrav4UY7Xo6QU-xbQ__original/img/Vw12auKRpVOA3c7zySu1kybbRDI=/0x0/filters:format(jpeg)/pic75228.jpg
17460,
17461,https://cf.geekdo-images.com/lc2lHTv8_3hkF0NopGqWFw__original/img/n25L2L_dTIQ-b2OqNHkynKRuTl0=/0x0/filters:format(jpeg)/pic75522.jpg
17462,
17463,https://cf.geekdo-images.com/a-QsNt8PYIsmq_N-BBYeMA__original/img/8OSABqqAtJMSl0qq1DDXXwdu6mY=/0x0/filters:format(jpeg)/pic75100.jpg
17464,
17465,https://cf.geekdo-images.com/Cb9jOb3e_4UoywweOQczTQ__original/img/jDtEPCAZ59QvjABYYzabTUDjeHU=/0x0/filters:format(jpeg)/pic182903.jpg
17473,
17474,https://cf.geekdo-images.com/GO3l8irsNKZughDLmE3SGw__original/img/48YAS0EABaSSUdFB8FTicJrt3sA=/0x0/filters:format(jpeg)/pic159173.jpg
17475,
17476,https://cf.geekdo-images.com/AhkLQKaEDCpPR3sUkcvJJQ__original/img/zRIPeqkif3YXi4hBJVD8GS47g-I=/0x0/filters:format(jpeg)/pic121915.jpg
17477,
17478,https://cf.geekdo-images.com/a1d_O6HfTeOEAxVyfrK7iw__original/img/UVajtJbISrKggZPcbMgw7XZC_ZY=/0x0/filters:format(jpeg)/pic75283.jpg
